customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST_00531,Male,0,Yes,Yes,16,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Mailed check,85.52,1401.46,Yes
CUST_00532,Female,0,No,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,97.82,3652.24,Yes
CUST_00533,Male,0,No,Yes,18,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),105.79,1950.7,No
CUST_00534,Male,0,No,Yes,20,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),49.72,1010.59,No
CUST_00535,Male,0,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,71.5,3305.81,Yes
CUST_00536,Female,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),85.65,213.62,Yes
CUST_00537,Female,0,Yes,No,63,Yes,No phone service,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,82.21,5228.23,No
CUST_00538,Male,1,Yes,No,3,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,91.03,274.61,Yes
CUST_00539,Male,0,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),96.51,4471.33,No
CUST_00540,Female,0,Yes,No,49,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),27.94,1381.35,No
CUST_00541,Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),35.17,71.57,Yes
CUST_00542,Female,1,No,Yes,22,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,92.9,2082.45,Yes
CUST_00543,Male,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),66.62,970.82,No
CUST_00544,Female,0,No,Yes,45,Yes,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,61.56,2791.86,No
CUST_00545,Male,0,Yes,Yes,6,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,64.45,394.62,No
CUST_00546,Female,0,Yes,No,65,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.95,3665.77,No
CUST_00547,Male,0,No,Yes,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,78.29,1683.52,Yes
CUST_00548,Female,0,Yes,Yes,4,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),50.98,249.53,No
CUST_00549,Female,0,No,Yes,3,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),82.96,271.5,Yes
CUST_00550,Male,0,Yes,No,30,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),38.67,1172.35,No
CUST_00551,Male,0,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),95.28,2959.75,No
CUST_00552,Female,0,No,Yes,34,Yes,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),97.72,3362.47,Yes
CUST_00553,Male,0,Yes,No,20,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,77.01,1566.95,No
CUST_00554,Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),55.67,3039.94,Yes
CUST_00555,Male,0,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.47,494.67,No
CUST_00556,Female,1,No,Yes,15,Yes,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),30.4,456.27,No
CUST_00557,Female,0,Yes,Yes,38,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Electronic check,26.13,1041.25,No
CUST_00558,Female,0,Yes,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.04,478.49,No
CUST_00559,Female,0,Yes,No,52,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),91.67,4786.65,No
CUST_00560,Female,1,No,No,66,No,No phone service,DSL,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),115.52,7647.1,No
CUST_00561,Female,0,No,No,57,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Mailed check,19.14,1137.39,Yes
CUST_00562,Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),29.49,1691.57,No
CUST_00563,Male,0,No,Yes,52,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),105.79,5541.17,No
CUST_00564,Male,0,No,Yes,35,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),88.23,3088.85,No
CUST_00565,Female,0,Yes,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,59.28,873.71,No
CUST_00566,Female,0,No,No,14,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,119.27,1699.18,No
CUST_00567,Female,0,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),76.51,2548.69,Yes
CUST_00568,Female,1,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,86.3,4522.88,No
CUST_00569,Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,84.62,88.01,Yes
CUST_00570,Male,0,Yes,Yes,34,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,40.72,1394.11,No
CUST_00571,Female,0,No,Yes,19,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),67.79,1308.33,Yes
CUST_00572,Male,0,Yes,No,24,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),40.07,992.67,No
CUST_00573,Male,0,Yes,Yes,4,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,69.97,287.09,No
CUST_00574,Female,0,No,No,36,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.14,780.0,No
CUST_00575,Male,0,No,Yes,58,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),56.96,3316.72,No
CUST_00576,Female,1,Yes,No,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,55.97,1823.17,No
CUST_00577,Male,1,Yes,No,9,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,47.75,475.68,No
CUST_00578,Female,0,Yes,No,67,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),26.08,1755.75,Yes
CUST_00579,Female,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,96.64,1942.24,Yes
CUST_00580,Female,1,Yes,Yes,62,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),60.89,3804.98,No
CUST_00581,Female,0,Yes,Yes,58,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,101.03,5882.14,No
CUST_00582,Male,1,Yes,Yes,22,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,103.24,2307.28,No
CUST_00583,Female,0,No,No,67,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),39.79,2680.12,Yes
CUST_00584,Female,0,Yes,Yes,48,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,60.98,2954.07,No
CUST_00585,Female,0,No,Yes,8,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),91.54,751.66,No
CUST_00586,Male,0,No,Yes,15,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,68.95,1048.29,No
CUST_00587,Female,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,105.22,3403.41,No
CUST_00588,Male,0,Yes,No,53,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),76.3,4083.7,No
CUST_00589,Female,0,No,No,67,Yes,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),82.22,5525.0,No
CUST_00590,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,98.28,424.25,No
CUST_00591,Male,0,Yes,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,30.47,922.93,Yes
CUST_00592,Female,1,No,Yes,13,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,77.59,1048.26,No
CUST_00593,Male,0,No,No,21,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),26.71,575.05,Yes
CUST_00594,Female,0,No,Yes,41,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,44.58,1836.17,Yes
CUST_00595,Female,0,Yes,No,19,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),39.68,800.96,No
CUST_00596,Female,0,Yes,No,48,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),75.84,3661.53,No
CUST_00597,Male,1,No,No,63,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),104.08,6589.09,No
CUST_00598,Male,0,Yes,No,20,Yes,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,31.55,671.39,No
CUST_00599,Female,0,No,Yes,64,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),96.38,6202.4,Yes
CUST_00600,Female,0,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32.59,1234.16,No
CUST_00601,Male,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),37.35,1176.32,No
CUST_00602,Female,0,Yes,Yes,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),111.53,2053.43,No
CUST_00603,Female,1,No,No,20,Yes,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,18.99,386.52,No
CUST_00604,Female,0,Yes,Yes,11,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,38.11,463.39,No
CUST_00605,Male,0,Yes,Yes,44,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),39.99,1794.91,No
CUST_00606,Male,0,No,No,64,Yes,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),46.75,3020.69,No
CUST_00607,Male,0,Yes,No,34,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,55.07,1888.55,No
CUST_00608,Female,0,Yes,No,65,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Electronic check,28.52,1861.37,No
CUST_00609,Female,0,No,No,55,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,65.78,3640.19,No
CUST_00610,Female,0,Yes,Yes,1,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),58.73,97.92,No
CUST_00611,Male,0,Yes,No,38,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),81.74,3143.51,No
CUST_00612,Female,0,Yes,Yes,9,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),106.49,990.65,Yes
CUST_00613,Female,0,No,No,71,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,48.37,3483.72,Yes
CUST_00614,Female,0,No,Yes,17,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.74,1302.24,No
CUST_00615,Female,0,No,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,55.88,2925.79,No
CUST_00616,Male,1,No,Yes,18,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,22.11,407.53,No
CUST_00617,Male,0,No,Yes,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),101.75,6433.42,Yes
CUST_00618,Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),82.69,2771.0,No
CUST_00619,Male,0,Yes,No,4,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),18.22,95.81,Yes
CUST_00620,Male,0,No,No,52,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,43.46,2276.53,No
CUST_00621,Female,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.52,482.71,No
CUST_00622,Female,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,100.78,6482.18,No
CUST_00623,Male,0,Yes,Yes,30,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,95.59,2916.22,No
CUST_00624,Female,0,Yes,Yes,8,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,58.41,494.72,Yes
CUST_00625,Male,0,No,Yes,5,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,34.05,218.62,No
CUST_00626,Female,0,No,No,63,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),57.38,3629.19,No
CUST_00627,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,100.63,143.88,No
CUST_00628,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,64.14,979.71,No
CUST_00629,Male,1,No,No,38,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,29.82,1173.6,No
CUST_00630,Male,0,Yes,No,42,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,21.93,967.44,No
CUST_00631,Male,0,Yes,Yes,46,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,52.0,2423.17,No
CUST_00632,Female,0,Yes,No,53,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Electronic check,33.13,1792.48,No
CUST_00633,Male,1,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,93.99,2491.78,Yes
CUST_00634,Male,0,No,No,61,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),46.43,2851.18,Yes
CUST_00635,Female,0,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),107.5,7228.09,Yes
CUST_00636,Female,0,Yes,Yes,54,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),80.97,4417.27,Yes
CUST_00637,Male,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),58.15,1313.02,Yes
CUST_00638,Male,0,Yes,Yes,26,Yes,No phone service,DSL,Yes,No,Yes,No,No,No,Two year,No,Electronic check,80.23,2129.55,No
CUST_00639,Female,0,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),48.11,2917.38,No
CUST_00640,Female,0,Yes,Yes,39,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),32.42,1301.17,No
CUST_00641,Female,0,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),116.35,4189.11,No
CUST_00642,Female,1,No,Yes,21,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,75.44,1601.28,No
CUST_00643,Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),18.75,807.17,Yes
CUST_00644,Male,0,No,No,48,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,49.65,2403.5,No
CUST_00645,Female,0,Yes,No,26,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,34.27,909.23,No
CUST_00646,Male,0,Yes,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Mailed check,44.33,2840.66,No
CUST_00647,Male,1,No,Yes,36,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),23.68,880.21,Yes
CUST_00648,Male,0,No,No,24,Yes,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,43.0,1041.59,No
CUST_00649,Female,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),87.67,1864.63,Yes
CUST_00650,Male,0,Yes,No,18,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,101.7,1856.57,Yes
CUST_00651,Male,0,No,Yes,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,53.43,850.95,No
CUST_00652,Female,0,No,No,6,Yes,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,71.29,463.66,No
CUST_00653,Male,0,Yes,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.26,983.26,No
CUST_00654,Male,0,Yes,Yes,31,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),27.26,866.71,No
CUST_00655,Female,0,Yes,No,28,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),74.3,2126.07,No
CUST_00656,Male,0,No,Yes,8,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,103.74,862.21,No
CUST_00657,Male,1,Yes,Yes,29,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,26.97,800.07,No
CUST_00658,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,60.69,1297.76,Yes
CUST_00659,Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),116.98,6798.94,No
CUST_00660,Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,93.36,5649.43,No
CUST_00661,Female,0,No,No,50,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),38.16,1942.87,Yes
CUST_00662,Male,0,No,No,31,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,47.09,1479.34,No
CUST_00663,Male,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),114.69,5399.47,No
CUST_00664,Female,0,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),40.54,1387.24,No
CUST_00665,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,62.97,149.83,Yes
CUST_00666,Male,0,No,No,67,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,54.27,3659.62,No
CUST_00667,Female,1,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,67.98,4915.73,No
CUST_00668,Female,0,Yes,Yes,52,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,42.13,2233.41,Yes
CUST_00669,Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,86.17,652.16,Yes
CUST_00670,Male,0,Yes,No,19,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,41.93,814.38,No
CUST_00671,Male,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),79.41,1205.95,No
CUST_00672,Female,0,Yes,Yes,48,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,54.49,2654.14,No
CUST_00673,Female,0,Yes,No,14,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,43.65,633.6,No
CUST_00674,Female,0,No,No,3,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),88.89,277.55,No
CUST_00675,Female,0,No,No,50,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),116.45,5831.77,No
CUST_00676,Male,0,No,No,54,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,106.68,5774.55,No
CUST_00677,Female,0,Yes,No,6,Yes,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Mailed check,26.86,161.21,No
CUST_00678,Female,1,No,Yes,49,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,64.35,3200.23,No
CUST_00679,Female,0,No,No,23,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),88.87,2065.47,Yes
CUST_00680,Female,0,Yes,No,20,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),75.39,1511.88,No
CUST_00681,Female,0,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),92.09,5533.55,No
CUST_00682,Male,0,Yes,No,45,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,117.46,5301.97,Yes
CUST_00683,Male,0,No,No,61,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),52.91,3255.2,Yes
CUST_00684,Female,0,Yes,Yes,56,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,96.63,5446.41,No
CUST_00685,Male,0,Yes,No,2,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Mailed check,27.6,70.58,Yes
CUST_00686,Female,0,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),106.71,4850.03,No
CUST_00687,Female,0,No,No,40,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,97.4,3934.02,Yes
CUST_00688,Male,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,71.14,1748.62,No
CUST_00689,Male,0,Yes,No,29,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,101.75,2966.8,No
CUST_00690,Female,0,Yes,Yes,67,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),86.0,5780.75,No
CUST_00691,Female,0,No,No,68,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),74.33,5081.14,No
CUST_00692,Female,1,No,No,66,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,114.49,7579.06,Yes
CUST_00693,Male,1,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.29,1702.5,No
CUST_00694,Female,0,No,No,53,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),119.28,6371.85,No
CUST_00695,Female,0,No,No,49,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,No,Mailed check,33.75,1696.27,No
CUST_00696,Female,0,No,No,32,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Electronic check,66.98,2155.19,No
CUST_00697,Male,1,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),41.6,2582.46,No
CUST_00698,Female,1,Yes,Yes,42,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),45.74,1950.22,Yes
CUST_00699,Female,0,No,No,1,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,82.45,83.07,No
CUST_00700,Male,0,Yes,No,63,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,No,Mailed check,21.54,1374.35,No
CUST_00701,Female,0,No,No,35,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,113.96,3989.75,Yes
CUST_00702,Female,0,No,Yes,51,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,46.52,2376.98,No
CUST_00703,Male,0,Yes,Yes,71,Yes,No phone service,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,45.8,3260.63,Yes
